doc,entité,type_temporalite,coref,mention_id,longueur_chaine,chaine_complete
FR100120,10x5mm,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,37 kg/m 2),RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,5 mm de diamètre,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,6 jours,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,7 jours,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,Cordylobia anthropophaga,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,Un mois après,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,apportait,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,ce militaire,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,cinq ans,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,conclure,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,deux jours,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,diabète non insulinodépendant,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,diabète type II,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,du thorax,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,débilité,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,débilité,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,déployé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,détachement,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,entouré,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,furonculoïde,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,identifiées,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,inefficace,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,l'année 2008,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,l'épaule,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,larves blanchâtres,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,octobre 2008,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,particularité,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,rattaché,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,retirées,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,sailli,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,sourdre,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,traitées,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,trouvé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,tuméfié,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,un militaire tunisien,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,il,ACTOR,Détecté,c1,5,"militaire, ses, militaire, il, son"
FR100120,militaire,Non annoté,Détecté,c1,5,"militaire, ses, militaire, il, son"
FR100120,ses,Non annoté,Détecté,c1,5,"militaire, ses, militaire, il, son"
FR100120,son,Non annoté,Détecté,c1,5,"militaire, ses, militaire, il, son"
FR100120,ans,Non annoté,Détecté,c10,1,ans
FR100120,obésité,EVENT,Détecté,c11,1,obésité
FR100120,obésité,CLINENTITY,Détecté,c11,1,obésité
FR100120,Indice,Non annoté,Détecté,c12,1,Indice
FR100120,kg,Non annoté,Détecté,c13,1,kg
FR100120,dyslipidémie,CLINENTITY,Détecté,c14,1,dyslipidémie
FR100120,dyslipidémie,EVENT,Détecté,c14,1,dyslipidémie
FR100120,octobre,Non annoté,Détecté,c15,1,octobre
FR100120,semaines,Non annoté,Détecté,c16,1,semaines
FR100120,zone,Non annoté,Détecté,c17,1,zone
FR100120,Kinshasa,Non annoté,Détecté,c18,1,Kinshasa
FR100120,mois,Non annoté,Détecté,c19,1,mois
FR100120,ans,Non annoté,Détecté,c2,1,ans
FR100120,consultation,EVENT,Détecté,c20,1,consultation
FR100120,lésion,EVENT,Détecté,c21,5,"papules, lésions, lésions, lésion, lésion"
FR100120,lésion,CLINENTITY,Détecté,c21,5,"papules, lésions, lésions, lésion, lésion"
FR100120,lésions,EVENT,Détecté,c21,5,"papules, lésions, lésions, lésion, lésion"
FR100120,lésions,CLINENTITY,Détecté,c21,5,"papules, lésions, lésions, lésion, lésion"
FR100120,papules,EVENT,Détecté,c21,5,"papules, lésions, lésions, lésion, lésion"
FR100120,papules,CLINENTITY,Détecté,c21,5,"papules, lésions, lésions, lésion, lésion"
FR100120,jours,Non annoté,Détecté,c22,1,jours
FR100120,niveau,Non annoté,Détecté,c23,1,niveau
FR100120,thorax,Non annoté,Détecté,c24,1,thorax
FR100120,épaule,Non annoté,Détecté,c25,1,épaule
FR100120,examen,EVENT,Détecté,c26,2,"examen, examen"
FR100120,mm,Non annoté,Détecté,c27,1,mm
FR100120,orifice,EVENT,Détecté,c28,2,"orifice, orifice"
FR100120,pus,Non annoté,Détecté,c29,2,"pus, pus"
FR100120,contingent,Non annoté,Détecté,c3,1,contingent
FR100120,liseré,Non annoté,Détecté,c30,1,liseré
FR100120,chaleur,EVENT,Détecté,c31,1,chaleur
FR100120,reste,EVENT,Détecté,c32,1,reste
FR100120,fièvre,CLINENTITY,Détecté,c33,1,fièvre
FR100120,fièvre,EVENT,Détecté,c33,1,fièvre
FR100120,bilan,EVENT,Détecté,c34,1,bilan
FR100120,élément,EVENT,Détecté,c35,1,élément
FR100120,terrain,Non annoté,Détecté,c36,1,terrain
FR100120,traitement,EVENT,Détecté,c37,1,traitement
FR100120,oxacycline,Non annoté,Détecté,c38,1,oxacycline
FR100120,dose,Non annoté,Détecté,c39,1,dose
FR100120,République,Non annoté,Détecté,c4,2,"République, république"
FR100120,république,Non annoté,Détecté,c4,2,"République, république"
FR100120,g,Non annoté,Détecté,c40,1,g
FR100120,jour,Non annoté,Détecté,c41,1,jour
FR100120,jours,Non annoté,Détecté,c42,1,jours
FR100120,os,BODYPART,Détecté,c43,1,os
FR100120,soins,EVENT,Détecté,c44,1,soins
FR100120,retard,EVENT,Détecté,c45,1,retard
FR100120,guérison,Non annoté,Détecté,c46,1,guérison
FR100120,pommade,Non annoté,Détecté,c47,3,"pommade, pommade, pommade"
FR100120,cyclines,Non annoté,Détecté,c48,1,cyclines
FR100120,jours,Non annoté,Détecté,c49,1,jours
FR100120,année,Non annoté,Détecté,c5,1,année
FR100120,traitement,EVENT,Détecté,c50,1,traitement
FR100120,elles,Non annoté,Détecté,c51,5,"larves, larves, elles, larve, larves"
FR100120,larve,CLINENTITY,Détecté,c51,5,"larves, larves, elles, larve, larves"
FR100120,larves,EVENT,Détecté,c51,5,"larves, larves, elles, larve, larves"
FR100120,larves,CLINENTITY,Détecté,c51,5,"larves, larves, elles, larve, larves"
FR100120,dimensions,Non annoté,Détecté,c52,1,dimensions
FR100120,compression,EVENT,Détecté,c53,1,compression
FR100120,aide,Non annoté,Détecté,c54,1,aide
FR100120,pince,Non annoté,Détecté,c55,1,pince
FR100120,aspect,EVENT,Détecté,c56,1,aspect
FR100120,chronologie,EVENT,Détecté,c57,1,chronologie
FR100120,événements,Non annoté,Détecté,c58,1,événements
FR100120,notion,Non annoté,Détecté,c59,1,notion
FR100120,antécédents,EVENT,Détecté,c6,1,antécédents
FR100120,séjour,EVENT,Détecté,c60,1,séjour
FR100120,morphologie,EVENT,Détecté,c61,1,morphologie
FR100120,diagnostic,Non annoté,Détecté,c62,1,diagnostic
FR100120,myiase,EVENT,Détecté,c63,1,myiase
FR100120,myiase,CLINENTITY,Détecté,c63,1,myiase
FR100120,Cordylobia,Non annoté,Détecté,c64,1,Cordylobia
FR100120,diabète,EVENT,Détecté,c7,1,diabète
FR100120,diabète,CLINENTITY,Détecté,c7,1,diabète
FR100120,diabète,EVENT,Détecté,c8,3,"diabète, diabète, diabète"
FR100120,diabète,CLINENTITY,Détecté,c8,3,"diabète, diabète, diabète"
FR100120,antidiabétiques,EVENT,Détecté,c9,1,antidiabétiques
FR100130,1 UI/ml,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,1 mois,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,2 mois,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,390 UI/ml,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,457 UI/ml,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,Le patient,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,Notre patient,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,administrées,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,admis,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,anomalie,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,apyrétique,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,aux quatre membres,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,cinq jours,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,confirmé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,conservée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,contracture des muscles,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,contracture musculaire,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,contracture permanente des muscles,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,crampes musculaires,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,des deux membres inférieurs,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,des muscles abdominaux,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,des muscles paravertébraux,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,des muscles respiratoires,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,diabète de type 1,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,dyspnée au moindre effort,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,hyperlordose lombaire,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,il,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,l'abdomen,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,le patient,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,lombalgies mécaniques,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,maladie auto-immune,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,mis,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,montré,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,normal,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,normale,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,normales,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,notait,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,négatifs,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,plaignait,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,polycinétiques,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,positifs,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,positive,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,provoquées,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,recherchée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,reçu,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,rigidité extrapyramidale,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,réconforté,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,six,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,suspectée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,syndrome inflammatoire biologique,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,torticolis,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,torticolis,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,traité,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,un an,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,un patient,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,un patient âgé de 49 ans,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,vifs,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,Il,ACTOR,Détecté,c1,7,"patient, Il, Il, patient, patient, patient, patient"
FR100130,patient,Non annoté,Détecté,c1,7,"patient, Il, Il, patient, patient, patient, patient"
FR100130,contracture,EVENT,Détecté,c10,1,contracture
FR100130,contracture,CLINENTITY,Détecté,c10,1,contracture
FR100130,amélioration,EVENT,Détecté,c100,1,amélioration
FR100130,reprise,EVENT,Détecté,c101,1,reprise
FR100130,marche,EVENT,Détecté,c102,1,marche
FR100130,série,EVENT,Détecté,c103,1,série
FR100130,cures,EVENT,Détecté,c104,1,cures
FR100130,mois,Non annoté,Détecté,c105,2,"mois, mois"
FR100130,recul,EVENT,Détecté,c106,1,recul
FR100130,muscles,Non annoté,Détecté,c11,1,muscles
FR100130,an,Non annoté,Détecté,c12,1,an
FR100130,épisodes,Non annoté,Détecté,c13,1,épisodes
FR100130,examen,EVENT,Détecté,c14,1,examen
FR100130,patient,Non annoté,Détecté,c15,1,patient
FR100130,état,EVENT,Détecté,c16,1,état
FR100130,On,Non annoté,Détecté,c17,2,"On, On"
FR100130,hyperlordose,EVENT,Détecté,c18,1,hyperlordose
FR100130,contracture,EVENT,Détecté,c19,5,"contracture, contractures, contracture, contracture, contracture"
FR100130,contracture,CLINENTITY,Détecté,c19,5,"contracture, contractures, contracture, contracture, contracture"
FR100130,contractures,EVENT,Détecté,c19,5,"contracture, contractures, contracture, contracture, contracture"
FR100130,contractures,CLINENTITY,Détecté,c19,5,"contracture, contractures, contracture, contracture, contracture"
FR100130,ans,Non annoté,Détecté,c2,1,ans
FR100130,muscles,Non annoté,Détecté,c20,2,"muscles, muscles"
FR100130,abdomen,Non annoté,Détecté,c21,1,abdomen
FR100130,membres,Non annoté,Détecté,c22,1,membres
FR100130,crampes,EVENT,Détecté,c23,2,"crampes, crampes"
FR100130,crampes,CLINENTITY,Détecté,c23,2,"crampes, crampes"
FR100130,stimulation,EVENT,Détecté,c24,1,stimulation
FR100130,rigidité,EVENT,Détecté,c25,1,rigidité
FR100130,réflexes,EVENT,Détecté,c26,1,réflexes
FR100130,membres,Non annoté,Détecté,c27,1,membres
FR100130,réflexe,EVENT,Détecté,c28,1,réflexe
FR100130,flexion,EVENT,Détecté,c29,1,flexion
FR100130,antécédents,EVENT,Détecté,c3,1,antécédents
FR100130,sensibilité,EVENT,Détecté,c30,1,sensibilité
FR100130,biologie,EVENT,Détecté,c31,1,biologie
FR100130,syndrome,EVENT,Détecté,c32,1,syndrome
FR100130,CPK,Non annoté,Détecté,c33,2,"créatine, CPK"
FR100130,créatine,EVENT,Détecté,c33,2,"créatine, CPK"
FR100130,LDH,Non annoté,Détecté,c34,2,"lactate, LDH"
FR100130,lactate,EVENT,Détecté,c34,2,"lactate, LDH"
FR100130,glycémie,EVENT,Détecté,c35,1,glycémie
FR100130,glycémie,EVENT,Détecté,c36,1,glycémie
FR100130,bilan,EVENT,Détecté,c37,1,bilan
FR100130,bilan,EVENT,Détecté,c38,2,"bilan, bilan"
FR100130,SHR,EVENT,Détecté,c39,3,"SHR, SHR, forme"
FR100130,SHR,CLINENTITY,Détecté,c39,3,"SHR, SHR, forme"
FR100130,forme,EVENT,Détecté,c39,3,"SHR, SHR, forme"
FR100130,service,Non annoté,Détecté,c4,1,service
FR100130,diagnostic,EVENT,Détecté,c40,2,"diagnostic, diagnostic"
FR100130,qui,Non annoté,Détecté,c41,2,"électromyogramme, qui"
FR100130,électromyogramme,EVENT,Détecté,c41,2,"électromyogramme, qui"
FR100130,activité,EVENT,Détecté,c42,1,activité
FR100130,décharges,EVENT,Détecté,c43,1,décharges
FR100130,repos,Non annoté,Détecté,c44,1,repos
FR100130,niveau,Non annoté,Détecté,c45,1,niveau
FR100130,recherche,EVENT,Détecté,c46,1,recherche
FR100130,anticorps,Non annoté,Détecté,c47,1,anticorps
FR100130,UI,Non annoté,Détecté,c48,1,UI
FR100130,valeur,Non annoté,Détecté,c49,1,valeur
FR100130,2006,TIMEX3,Détecté,c5,1,2006
FR100130,UI,Non annoté,Détecté,c50,1,UI
FR100130,Notre,Non annoté,Détecté,c51,1,Notre
FR100130,séjour,EVENT,Détecté,c52,1,séjour
FR100130,Mayo,Non annoté,Détecté,c53,2,"Mayo, où"
FR100130,où,Non annoté,Détecté,c53,2,"Mayo, où"
FR100130,ROCHESTER,Non annoté,Détecté,c54,1,ROCHESTER
FR100130,états,Non annoté,Détecté,c55,1,états
FR100130,bilan,EVENT,Détecté,c56,1,bilan
FR100130,néoplasie,EVENT,Détecté,c57,1,néoplasie
FR100130,néoplasie,CLINENTITY,Détecté,c57,1,néoplasie
FR100130,signes,EVENT,Détecté,c58,1,signes
FR100130,marqueurs,EVENT,Détecté,c59,1,marqueurs
FR100130,exploration,EVENT,Détecté,c6,1,exploration
FR100130,maladie,EVENT,Détecté,c60,1,maladie
FR100130,diabète,EVENT,Détecté,c61,1,diabète
FR100130,glycémie,EVENT,Détecté,c62,1,glycémie
FR100130,anticorps,Non annoté,Détecté,c63,1,anticorps
FR100130,ATPO,Non annoté,Détecté,c64,2,"anti, ATPO"
FR100130,anti,Non annoté,Détecté,c64,2,"anti, ATPO"
FR100130,UI,Non annoté,Détecté,c65,1,UI
FR100130,plan,Non annoté,Détecté,c66,1,plan
FR100130,diazépam,Non annoté,Détecté,c67,2,"diazépam, diazépan"
FR100130,diazépan,Non annoté,Détecté,c67,2,"diazépam, diazépan"
FR100130,dose,Non annoté,Détecté,c68,1,dose
FR100130,mg/j,Non annoté,Détecté,c69,1,mg/j
FR100130,lombalgies,EVENT,Détecté,c7,2,"lombalgies, lombalgies"
