doc,xml_id,entité,type_temporalite,coref,mention_id,longueur_chaine,chaine_complete
FR100092,4939,examen,EVENT,Détecté,c23,1,examen
FR100092,5029,normal,EVENT,Détecté,c24,1,col
FR100092,5705,un col d'aspect normal,BODYPART,Détecté,c24,1,col
FR100092,5711,l'endocol,BODYPART,Détecté,c25,1,saignement
FR100092,4969/5571,saignement,EVENT/CLINENTITY,Détecté,c25,1,saignement
FR100092,5711,l'endocol,BODYPART,Détecté,c26,1,endocol
FR100092,4999,cri,EVENT,Détecté,c27,2,"utérus, utérus"
FR100092,5587,cri de douglas,CLINENTITY,Détecté,c27,2,"utérus, utérus"
FR100092,4984,empâtement,EVENT,Détecté,c27,2,"utérus, utérus"
FR100092,5579,empâtement latéroutérin droit sensible,CLINENTITY,Détecté,c27,2,"utérus, utérus"
FR100092,5723,l'utérus,BODYPART,Détecté,c27,2,"utérus, utérus"
FR100092,5029,normal,EVENT,Détecté,c27,2,"utérus, utérus"
FR100092,5717,un utérus de taille normal,BODYPART,Détecté,c27,2,"utérus, utérus"
FR100092,5029,normal,EVENT,Détecté,c28,1,taille
FR100092,5717,un utérus de taille normal,BODYPART,Détecté,c28,1,taille
FR100092,4999,cri,EVENT,Détecté,c29,1,empâtement
FR100092,5587,cri de douglas,CLINENTITY,Détecté,c29,1,empâtement
FR100092,4984,empâtement,EVENT,Détecté,c29,1,empâtement
FR100092,5579,empâtement latéroutérin droit sensible,CLINENTITY,Détecté,c29,1,empâtement
FR100092,5835,1 an et demi,TIMEX3,Détecté,c3,1,an
FR100092,4999,cri,EVENT,Détecté,c30,1,cri
FR100092,5587,cri de douglas,CLINENTITY,Détecté,c30,1,cri
FR100092,5014,échographie,EVENT,Détecté,c31,1,échographie
FR100092,5029,normal,EVENT,Détecté,c32,1,taille
FR100092,5717,un utérus de taille normal,BODYPART,Détecté,c32,1,taille
FR100092,5044,ligne,EVENT,Détecté,c33,2,"ligne, qui"
FR100092,Non applicable,qui,Non annoté,Détecté,c33,2,"ligne, qui"
FR100092,5729,au fond,BODYPART,Détecté,c34,1,fond
FR100092,5799,89/60mm,RML,Détecté,c35,1,présence
FR100092,5059/5595,masse,EVENT/CLINENTITY,Détecté,c35,1,présence
FR100092,5667,masse,CLINENTITY,Détecté,c35,1,présence
FR100092,5059/5595,masse,EVENT/CLINENTITY,Détecté,c36,2,"masse, masse"
FR100092,5667,masse,CLINENTITY,Détecté,c36,2,"masse, masse"
FR100092,5753,un appendice enflé accolé à la masse latéroutérine,BODYPART,Détecté,c36,2,"masse, masse"
FR100092,5799,89/60mm,RML,Détecté,c37,1,/60mm
FR100092,5735,l'ovaire gauche,BODYPART,Détecté,c38,1,ovaire
FR100092,5805,42/42mm,RML,Détecté,c39,1,image
FR100092,5089,image,EVENT,Détecté,c39,1,image
FR100092,5603,kystique,CLINENTITY,Détecté,c39,1,image
FR100092,Non applicable,notre formation,Non annoté,Détecté,c4,1,formation
FR100092,5104/5611,épanchement,EVENT/CLINENTITY,Détecté,c40,1,épanchement
FR100092,5149,hormone,EVENT,Détecté,c41,1,taux
FR100092,5134,taux,EVENT,Détecté,c41,1,taux
FR100092,5149,hormone,EVENT,Détecté,c42,2,"β-HCG, hormone"
FR100092,Non applicable,β-HCG,Non annoté,Détecté,c42,2,"β-HCG, hormone"
FR100092,5711,l'endocol,BODYPART,Détecté,c43,1,l
FR100092,5735,l'ovaire gauche,BODYPART,Détecté,c43,1,l
FR100092,5723,l'utérus,BODYPART,Détecté,c43,1,l
FR100092,5811,positif à 1437 UI/l.,RML,Détecté,c43,1,l
FR100092,5164,tableau,EVENT,Détecté,c44,1,tableau
FR100092,5194,grossesse,EVENT,Détecté,c45,1,diagnostic
FR100092,5314,grossesse,EVENT,Détecté,c45,1,diagnostic
FR100092,5449,grossesse,EVENT,Détecté,c45,1,diagnostic
FR100092,5619,grossesse extra utérine,CLINENTITY,Détecté,c45,1,diagnostic
FR100092,5194,grossesse,EVENT,Détecté,c46,1,grossesse
FR100092,5314,grossesse,EVENT,Détecté,c46,1,grossesse
FR100092,5449,grossesse,EVENT,Détecté,c46,1,grossesse
FR100092,5619,grossesse extra utérine,CLINENTITY,Détecté,c46,1,grossesse
FR100092,5635,grossesse extrautérine,CLINENTITY,Détecté,c46,1,grossesse
FR100092,5675,grossesse tubaire,CLINENTITY,Détecté,c46,1,grossesse
FR100092,5209,reste,EVENT,Détecté,c47,1,reste
FR100092,5359,reste,EVENT,Détecté,c47,1,reste
FR100092,Non applicable,le bilan biologique,Non annoté,Détecté,c48,1,bilan
FR100092,5817,"11,4 g/dl",RML,Détecté,c49,1,hémoglobine
FR100092,5823,7530/mm 3,RML,Détecté,c49,1,hémoglobine
FR100092,5239,hémoglobine,EVENT,Détecté,c49,1,hémoglobine
FR100092,Non applicable,notre,Non annoté,Détecté,c5,1,notre
FR100092,5817,"11,4 g/dl",RML,Détecté,c50,1,g
FR100092,5741,des globules blancs,BODYPART,Détecté,c51,1,globules
FR100092,5823,7530/mm 3,RML,Détecté,c52,1,7530
FR100092,5254,minilaparotomie,EVENT,Détecté,c53,1,minilaparotomie
FR100092,5269,exploration,EVENT,Détecté,c54,2,"exploration, exploration"
FR100092,5829,700cc,RML,Détecté,c55,1,présence
FR100092,5299,découverte,EVENT,Détecté,c55,1,présence
FR100092,5194,grossesse,EVENT,Détecté,c55,1,présence
FR100092,5314,grossesse,EVENT,Détecté,c55,1,présence
FR100092,5449,grossesse,EVENT,Détecté,c55,1,présence
FR100092,5635,grossesse extrautérine,CLINENTITY,Détecté,c55,1,présence
FR100092,5284/5627,hémopéritoine,EVENT/CLINENTITY,Détecté,c55,1,présence
FR100092,5329,perforée,EVENT,Détecté,c55,1,présence
FR100092,5643/5747,trompe droite boudinée,CLINENTITY/BODYPART,Détecté,c55,1,présence
FR100092,5829,700cc,RML,Détecté,c56,1,hémopéritoine
FR100092,5284/5627,hémopéritoine,EVENT/CLINENTITY,Détecté,c56,1,hémopéritoine
FR100092,5299,découverte,EVENT,Détecté,c57,1,découverte
FR100092,5194,grossesse,EVENT,Détecté,c57,1,découverte
FR100092,5314,grossesse,EVENT,Détecté,c57,1,découverte
FR100092,5449,grossesse,EVENT,Détecté,c57,1,découverte
FR100092,5635,grossesse extrautérine,CLINENTITY,Détecté,c57,1,découverte
FR100092,5194,grossesse,EVENT,Détecté,c58,1,grossesse
FR100092,5314,grossesse,EVENT,Détecté,c58,1,grossesse
FR100092,5449,grossesse,EVENT,Détecté,c58,1,grossesse
FR100092,5619,grossesse extra utérine,CLINENTITY,Détecté,c58,1,grossesse
FR100092,5635,grossesse extrautérine,CLINENTITY,Détecté,c58,1,grossesse
FR100092,5675,grossesse tubaire,CLINENTITY,Détecté,c58,1,grossesse
FR100092,5329,perforée,EVENT,Détecté,c59,1,trompe
FR100092,5643/5747,trompe droite boudinée,CLINENTITY/BODYPART,Détecté,c59,1,trompe
FR100092,5844,1 semaine,TIMEX3,Détecté,c6,1,prise
FR100092,5853,2 mois,TIMEX3,Détecté,c6,1,prise
FR100092,4804,aménorrhée,EVENT,Détecté,c6,1,prise
FR100092,4774,apparue,EVENT,Détecté,c6,1,prise
FR100092,4759/5539,douleur,EVENT/CLINENTITY,Détecté,c6,1,prise
FR100092,5699,la fosse iliaque droite,BODYPART,Détecté,c6,1,prise
FR100092,4789/5547,métrorragies,EVENT/CLINENTITY,Détecté,c6,1,prise
FR100092,5344,salpingectomie,EVENT,Détecté,c60,1,décision
FR100092,5344,salpingectomie,EVENT,Détecté,c61,1,salpingectomie
FR100092,5269,exploration,EVENT,Détecté,c62,1,reste
FR100092,5209,reste,EVENT,Détecté,c62,1,reste
FR100092,5359,reste,EVENT,Détecté,c62,1,reste
FR100092,5389/5651,adhérences,EVENT/CLINENTITY,Détecté,c63,1,adhérences
FR100092,5659,enflé,CLINENTITY,Détecté,c64,1,appendice
FR100092,5059/5595,masse,EVENT/CLINENTITY,Détecté,c64,1,appendice
FR100092,5667,masse,CLINENTITY,Détecté,c64,1,appendice
FR100092,5753,un appendice enflé accolé à la masse latéroutérine,BODYPART,Détecté,c64,1,appendice
FR100092,5404,appendicectomie,EVENT,Détecté,c65,1,appendicectomie
FR100092,5419,étude,EVENT,Détecté,c66,1,étude
FR100092,5194,grossesse,EVENT,Détecté,c67,1,grossesse
FR100092,5314,grossesse,EVENT,Détecté,c67,1,grossesse
FR100092,5449,grossesse,EVENT,Détecté,c67,1,grossesse
FR100092,5619,grossesse extra utérine,CLINENTITY,Détecté,c67,1,grossesse
FR100092,5635,grossesse extrautérine,CLINENTITY,Détecté,c67,1,grossesse
FR100092,5675,grossesse tubaire,CLINENTITY,Détecté,c67,1,grossesse
FR100092,5329,perforée,EVENT,Détecté,c67,1,grossesse
FR100092,5464,appendicite,EVENT,Détecté,c68,1,appendicite
FR100092,5683,appendicite aigue,CLINENTITY,Détecté,c68,1,appendicite
FR100092,5479,réaction,EVENT,Détecté,c68,1,appendicite
FR100092,5691,réaction péritonéale locale,CLINENTITY,Détecté,c68,1,appendicite
FR100092,5479,réaction,EVENT,Détecté,c69,1,réaction
FR100092,5691,réaction péritonéale locale,CLINENTITY,Détecté,c69,1,réaction
FR100092,4759/5539,douleur,EVENT/CLINENTITY,Détecté,c7,1,douleur
FR100092,5699,la fosse iliaque droite,BODYPART,Détecté,c7,1,douleur
FR100092,5862,post opératoires,TIMEX3,Détecté,c70,1,suites
FR100092,5494,suites,EVENT,Détecté,c70,1,suites
FR100092,5509,particularités,EVENT,Détecté,c71,1,particularités
FR100092,5871,3 ème jour,TIMEX3,Détecté,c72,1,3
FR100092,5823,7530/mm 3,RML,Détecté,c72,1,3
FR100092,5699,la fosse iliaque droite,BODYPART,Détecté,c8,1,fosse
FR100092,5844,1 semaine,TIMEX3,Détecté,c9,1,semaine
FR100120,5054,apportait,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,5414,conclure,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,4844,déployé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,4754,détachement,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,4964,entouré,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,5459,identifiées,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,5144,inefficace,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,5009,particularité,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,5174,rattaché,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,5324,retirées,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,5264,sailli,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,4949,sourdre,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,5219,traitées,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,4904,trouvé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100120,5651,ce militaire,ACTOR (PATIENT),Détecté,c1,5,"militaire, ses, militaire, il, son"
FR100120,5658,il,ACTOR (PATIENT),Détecté,c1,5,"militaire, ses, militaire, il, son"
FR100120,Non applicable,ses,Non annoté,Détecté,c1,5,"militaire, ses, militaire, il, son"
FR100120,Non applicable,son,Non annoté,Détecté,c1,5,"militaire, ses, militaire, il, son"
FR100120,5644,un militaire tunisien,ACTOR (PATIENT),Détecté,c1,5,"militaire, ses, militaire, il, son"
FR100120,5692,cinq ans,TIMEX3,Détecté,c10,1,ans
FR100120,4814/5482,obésité,EVENT/CLINENTITY,Détecté,c11,1,obésité
FR100120,Non applicable,Indice de Masse Corporelle,Non annoté,Détecté,c12,1,Indice
FR100120,5665,37 kg/m 2),RML,Détecté,c13,1,kg
FR100120,4829/5490,dyslipidémie,EVENT/CLINENTITY,Détecté,c14,1,dyslipidémie
FR100120,5701,octobre 2008,TIMEX3,Détecté,c15,1,octobre
FR100120,5710,10 semaines,TIMEX3,Détecté,c16,1,semaines
FR100120,Non applicable,une zone périphérique de Kinshasa,Non annoté,Détecté,c17,1,zone
FR100120,Non applicable,Kinshasa,Non annoté,Détecté,c18,1,Kinshasa
FR100120,5719,Un mois après,TIMEX3,Détecté,c19,1,mois
FR100120,5692,cinq ans,TIMEX3,Détecté,c2,1,ans
FR100120,4859,consultation,EVENT,Détecté,c20,1,consultation
FR100120,5728,6 jours,TIMEX3,Détecté,c21,5,"papules, lésions, lésions, lésion, lésion"
FR100120,5746,deux jours,TIMEX3,Détecté,c21,5,"papules, lésions, lésions, lésion, lésion"
FR100120,5632,l'épaule,BODYPART,Détecté,c21,5,"papules, lésions, lésions, lésion, lésion"
FR100120,5279/5570,lésion,EVENT/CLINENTITY,Détecté,c21,5,"papules, lésions, lésions, lésion, lésion"
FR100120,4919/5506,lésions,EVENT/CLINENTITY,Détecté,c21,5,"papules, lésions, lésions, lésion, lésion"
FR100120,5204/5554,lésions,EVENT/CLINENTITY,Détecté,c21,5,"papules, lésions, lésions, lésion, lésion"
FR100120,4874/5498,papules,EVENT/CLINENTITY,Détecté,c21,5,"papules, lésions, lésions, lésion, lésion"
FR100120,5728,6 jours,TIMEX3,Détecté,c22,1,jours
FR100120,5737,7 jours,TIMEX3,Détecté,c22,1,jours
FR100120,5746,deux jours,TIMEX3,Détecté,c22,1,jours
FR100120,5632,l'épaule,BODYPART,Détecté,c23,1,niveau
FR100120,5626,du thorax,BODYPART,Détecté,c24,1,thorax
FR100120,5632,l'épaule,BODYPART,Détecté,c25,1,épaule
FR100120,4889,examen,EVENT,Détecté,c26,2,"examen, examen"
FR100120,5671,5 mm de diamètre,RML,Détecté,c27,1,mm
FR100120,4934,orifice,EVENT,Détecté,c28,2,"orifice, orifice"
FR100120,5339,orifice,EVENT,Détecté,c28,2,"orifice, orifice"
FR100120,Non applicable,le pus,Non annoté,Détecté,c29,2,"pus, pus"
FR100120,Non applicable,pus,Non annoté,Détecté,c29,2,"pus, pus"
FR100120,Non applicable,le contingent tunisien,Non annoté,Détecté,c3,1,contingent
FR100120,5514,tuméfié,CLINENTITY,Détecté,c30,1,liseré
FR100120,4979,chaleur,EVENT,Détecté,c31,1,chaleur
FR100120,4889,examen,EVENT,Détecté,c32,1,reste
FR100120,4994,reste,EVENT,Détecté,c32,1,reste
FR100120,5024/5522,fièvre,EVENT/CLINENTITY,Détecté,c33,1,fièvre
FR100120,5039,bilan,EVENT,Détecté,c34,1,bilan
FR100120,5069,élément,EVENT,Détecté,c35,1,élément
FR100120,5084/5530,débilité,EVENT/CLINENTITY,Détecté,c36,1,terrain
FR100120,5737,7 jours,TIMEX3,Détecté,c37,1,traitement
FR100120,5638,os,BODYPART,Détecté,c37,1,traitement
FR100120,5129,soins,EVENT,Détecté,c37,1,traitement
FR100120,5114,traitement,EVENT,Détecté,c37,1,traitement
FR100120,5234,traitement,EVENT,Détecté,c37,1,traitement
FR100120,Non applicable,oxacycline,Non annoté,Détecté,c38,1,oxacycline
FR100120,Non applicable,la dose de 2 g / jour,Non annoté,Détecté,c39,1,dose
FR100120,Non applicable,République Démocratique de le Congo,Non annoté,Détecté,c4,2,"République, république"
FR100120,Non applicable,république Démocratique de le Congo,Non annoté,Détecté,c4,2,"République, république"
FR100120,Non applicable,2 g / jour,Non annoté,Détecté,c40,1,g
FR100120,Non applicable,jour,Non annoté,Détecté,c41,1,jour
FR100120,5728,6 jours,TIMEX3,Détecté,c42,1,jours
FR100120,5737,7 jours,TIMEX3,Détecté,c42,1,jours
FR100120,5746,deux jours,TIMEX3,Détecté,c42,1,jours
FR100120,5638,os,BODYPART,Détecté,c42,1,jours
FR100120,5638,os,BODYPART,Détecté,c43,1,os
FR100120,5129,soins,EVENT,Détecté,c44,1,soins
FR100120,5159,retard,EVENT,Détecté,c45,1,retard
FR100120,Non applicable,guérison,Non annoté,Détecté,c46,1,guérison
FR100120,Non applicable,la pommade grasse,Non annoté,Détecté,c47,3,"pommade, pommade, pommade"
FR100120,Non applicable,pommade hydrophobe,Non annoté,Détecté,c47,3,"pommade, pommade, pommade"
FR100120,Non applicable,une pommade antibiotique à base de cyclines,Non annoté,Détecté,c47,3,"pommade, pommade, pommade"
FR100120,Non applicable,cyclines,Non annoté,Détecté,c48,1,cyclines
FR100120,5728,6 jours,TIMEX3,Détecté,c49,1,jours
FR100120,5737,7 jours,TIMEX3,Détecté,c49,1,jours
FR100120,5746,deux jours,TIMEX3,Détecté,c49,1,jours
FR100120,5114,traitement,EVENT,Détecté,c49,1,jours
FR100120,5234,traitement,EVENT,Détecté,c49,1,jours
FR100120,5683,l'année 2008,TIMEX3,Détecté,c5,1,année
FR100120,5114,traitement,EVENT,Détecté,c50,1,traitement
FR100120,5234,traitement,EVENT,Détecté,c50,1,traitement
FR100120,5677,10x5mm,RML,Détecté,c51,5,"larves, larves, elles, larve, larves"
FR100120,Non applicable,elles,Non annoté,Détecté,c51,5,"larves, larves, elles, larve, larves"
FR100120,5586,larve,CLINENTITY,Détecté,c51,5,"larves, larves, elles, larve, larves"
FR100120,5249,larves,EVENT,Détecté,c51,5,"larves, larves, elles, larve, larves"
FR100120,5309,larves,EVENT,Détecté,c51,5,"larves, larves, elles, larve, larves"
FR100120,5444/5610,larves,EVENT/CLINENTITY,Détecté,c51,5,"larves, larves, elles, larve, larves"
FR100120,5562,larves blanchâtres,CLINENTITY,Détecté,c51,5,"larves, larves, elles, larve, larves"
FR100120,5677,10x5mm,RML,Détecté,c52,1,dimensions
FR100120,5294,compression,EVENT,Détecté,c53,1,compression
FR100120,Non applicable,l' aide d' une pince,Non annoté,Détecté,c54,1,aide
FR100120,Non applicable,une pince,Non annoté,Détecté,c55,1,pince
FR100120,5354,aspect,EVENT,Détecté,c56,1,aspect
FR100120,5578,furonculoïde,CLINENTITY,Détecté,c56,1,aspect
FR100120,5602,furonculoïde,CLINENTITY,Détecté,c56,1,aspect
FR100120,5279/5570,lésion,EVENT/CLINENTITY,Détecté,c56,1,aspect
FR100120,5369,chronologie,EVENT,Détecté,c57,1,chronologie
FR100120,Non applicable,les événements,Non annoté,Détecté,c58,1,événements
FR100120,5384,séjour,EVENT,Détecté,c59,1,notion
FR100120,4769,antécédents,EVENT,Détecté,c6,1,antécédents
FR100120,5384,séjour,EVENT,Détecté,c60,1,séjour
FR100120,5586,larve,CLINENTITY,Détecté,c61,1,morphologie
FR100120,5399,morphologie,EVENT,Détecté,c61,1,morphologie
FR100120,5578,furonculoïde,CLINENTITY,Détecté,c62,1,diagnostic
FR100120,5602,furonculoïde,CLINENTITY,Détecté,c62,1,diagnostic
FR100120,5429/5594,myiase,EVENT/CLINENTITY,Détecté,c62,1,diagnostic
FR100120,5578,furonculoïde,CLINENTITY,Détecté,c63,1,myiase
FR100120,5602,furonculoïde,CLINENTITY,Détecté,c63,1,myiase
FR100120,5429/5594,myiase,EVENT/CLINENTITY,Détecté,c63,1,myiase
FR100120,5618,Cordylobia anthropophaga,CLINENTITY,Détecté,c64,1,Cordylobia
FR100120,5665,37 kg/m 2),RML,Détecté,c7,1,diabète
FR100120,4799,antidiabétiques,EVENT,Détecté,c7,1,diabète
FR100120,5692,cinq ans,TIMEX3,Détecté,c7,1,diabète
FR100120,4784,diabète,EVENT,Détecté,c7,1,diabète
FR100120,5099,diabète,EVENT,Détecté,c7,1,diabète
FR100120,5189/5546,diabète,EVENT/CLINENTITY,Détecté,c7,1,diabète
FR100120,5474,diabète non insulinodépendant,CLINENTITY,Détecté,c7,1,diabète
FR100120,5538,diabète type II,CLINENTITY,Détecté,c7,1,diabète
FR100120,4829/5490,dyslipidémie,EVENT/CLINENTITY,Détecté,c7,1,diabète
FR100120,4814/5482,obésité,EVENT/CLINENTITY,Détecté,c7,1,diabète
FR100120,4799,antidiabétiques,EVENT,Détecté,c8,3,"diabète, diabète, diabète"
FR100120,5692,cinq ans,TIMEX3,Détecté,c8,3,"diabète, diabète, diabète"
FR100120,4784,diabète,EVENT,Détecté,c8,3,"diabète, diabète, diabète"
FR100120,5099,diabète,EVENT,Détecté,c8,3,"diabète, diabète, diabète"
FR100120,5189/5546,diabète,EVENT/CLINENTITY,Détecté,c8,3,"diabète, diabète, diabète"
FR100120,5474,diabète non insulinodépendant,CLINENTITY,Détecté,c8,3,"diabète, diabète, diabète"
FR100120,5538,diabète type II,CLINENTITY,Détecté,c8,3,"diabète, diabète, diabète"
FR100120,4799,antidiabétiques,EVENT,Détecté,c9,1,antidiabétiques
FR100130,8873,administrées,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,8258,anomalie,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,8303,confirmé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,8123,conservée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,8333,mis,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,7868,montré,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,8153,montré,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,8738,montré,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,9342,normales,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,7913,notait,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,8633,notait,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,9366,négatifs,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100130,9378,négatifs,RML,Non détecté,Non applicable,Non applicable,Non applicable
