doc,entite_source,source_type,relation,entite_cible,cible_type,texte_contexte
FR100078,examen,EVENT,OVERLAP,surinfection,EVENT,L'examen clinique au moment de ces hospitalisations ne trouvait pas de signes de thrombophlébites superficielles au niveau des jambes et les pouls tibiaux postérieurs et pédieux étaient présents.
FR100078,examen,EVENT,OVERLAP,thrombophlébites,EVENT,L'examen clinique au moment de ces hospitalisations ne trouvait pas de signes de thrombophlébites superficielles au niveau des jambes et les pouls tibiaux postérieurs et pédieux étaient présents.
FR100078,pouls,EVENT,CONTAINS,examen,EVENT,L'examen clinique au moment de ces hospitalisations ne trouvait pas de signes de thrombophlébites superficielles au niveau des jambes et les pouls tibiaux postérieurs et pédieux étaient présents.
FR100078,pouls,EVENT,SIMULTANEOUS,présents,EVENT,L'examen clinique au moment de ces hospitalisations ne trouvait pas de signes de thrombophlébites superficielles au niveau des jambes et les pouls tibiaux postérieurs et pédieux étaient présents.
FR100078,doppler,EVENT,OVERLAP,thrombose,EVENT,Le doppler veineux des membres inférieurs n'a pas montré de signes d'insuffisance veineuse ni de thrombose profonde concomitante.
FR100078,doppler,EVENT,BEFORE,doppler,EVENT,Le doppler veineux des membres inférieurs n'a pas montré de signes d'insuffisance veineuse ni de thrombose profonde concomitante.
FR100078,doppler,EVENT,OVERLAP,insuffisance,EVENT,Le doppler veineux des membres inférieurs n'a pas montré de signes d'insuffisance veineuse ni de thrombose profonde concomitante.
FR100078,doppler,EVENT,OVERLAP,artériopathie,EVENT,Le doppler artériel n'a pas montré non plus de signes d'artériopathie sous-jacente.
FR100078,doppler,EVENT,OVERLAP,indice,EVENT,Le doppler artériel n'a pas montré non plus de signes d'artériopathie sous-jacente.
FR100078,indice,EVENT,BEFORE,biopsie,EVENT,"L'indice de pression systolique était à 1,2."
FR100078,vascularite,EVENT,CONTAINS,biopsie,EVENT,La biopsie cutanée réalisée au niveau des berges de l'ulcération montrait des signes de vascularite dermique leucocytoclasique avec des micro-thromboses et une infiltration inflammatoire lymphocytaire du derme profond.
FR100078,vascularite,EVENT,OVERLAP,micro-thromboses,EVENT,La biopsie cutanée réalisée au niveau des berges de l'ulcération montrait des signes de vascularite dermique leucocytoclasique avec des micro-thromboses et une infiltration inflammatoire lymphocytaire du derme profond.
FR100078,infiltration,EVENT,CONTAINS,biopsie,EVENT,La biopsie cutanée réalisée au niveau des berges de l'ulcération montrait des signes de vascularite dermique leucocytoclasique avec des micro-thromboses et une infiltration inflammatoire lymphocytaire du derme profond.
FR100078,surinfection,EVENT,BEFORE,antibiotiques,EVENT,Le patient avait présenté plusieurs épisodes de surinfection des ulcérations nécessitant le recours aux antibiotiques.
FR100078,surinfection,EVENT,ENDS-ON,dernière,EVENT,Le patient avait présenté plusieurs épisodes de surinfection des ulcérations nécessitant le recours aux antibiotiques.
FR100078,dernière,EVENT,REINITIATES,surinfection,EVENT,La dernière était à pseudomonas aéroginosa.
FR100078,dernière,EVENT,SIMULTANEOUS,pseudomonas,EVENT,La dernière était à pseudomonas aéroginosa.
FR100078,dernière,EVENT,OVERLAP,diagnostic,EVENT,La dernière était à pseudomonas aéroginosa.
FR100078,diagnostic,EVENT,OVERLAP,éliminant,EVENT,"Le diagnostic de ces infections était porté sur un ensemble de signes clinico-biologiques: fièvre septicémique, présence de pus à l'examen local, une hyperleucocytose à polynucléaires neutrophiles et une C-réactive protéine élevée éliminant ainsi une simple colonisation bactérienne d'ulcère."
FR100078,diagnostic,EVENT,BEFORE,traitements,EVENT,"Le diagnostic de ces infections était porté sur un ensemble de signes clinico-biologiques: fièvre septicémique, présence de pus à l'examen local, une hyperleucocytose à polynucléaires neutrophiles et une C-réactive protéine élevée éliminant ainsi une simple colonisation bactérienne d'ulcère."
FR100078,signes,EVENT,CONTAINS,diagnostic,EVENT,"Le diagnostic de ces infections était porté sur un ensemble de signes clinico-biologiques: fièvre septicémique, présence de pus à l'examen local, une hyperleucocytose à polynucléaires neutrophiles et une C-réactive protéine élevée éliminant ainsi une simple colonisation bactérienne d'ulcère."
FR100078,signes,EVENT,CONTAINS,C-réactive,EVENT,"Le diagnostic de ces infections était porté sur un ensemble de signes clinico-biologiques: fièvre septicémique, présence de pus à l'examen local, une hyperleucocytose à polynucléaires neutrophiles et une C-réactive protéine élevée éliminant ainsi une simple colonisation bactérienne d'ulcère."
FR100078,fièvre,EVENT,CONTAINS,diagnostic,EVENT,"Le diagnostic de ces infections était porté sur un ensemble de signes clinico-biologiques: fièvre septicémique, présence de pus à l'examen local, une hyperleucocytose à polynucléaires neutrophiles et une C-réactive protéine élevée éliminant ainsi une simple colonisation bactérienne d'ulcère."
FR100078,pus,EVENT,CONTAINS,diagnostic,EVENT,"Le diagnostic de ces infections était porté sur un ensemble de signes clinico-biologiques: fièvre septicémique, présence de pus à l'examen local, une hyperleucocytose à polynucléaires neutrophiles et une C-réactive protéine élevée éliminant ainsi une simple colonisation bactérienne d'ulcère."
FR100078,hyperleucocytose,EVENT,CONTAINS,diagnostic,EVENT,"Le diagnostic de ces infections était porté sur un ensemble de signes clinico-biologiques: fièvre septicémique, présence de pus à l'examen local, une hyperleucocytose à polynucléaires neutrophiles et une C-réactive protéine élevée éliminant ainsi une simple colonisation bactérienne d'ulcère."
FR100078,éliminant,EVENT,OVERLAP,colonisation,EVENT,"Le diagnostic de ces infections était porté sur un ensemble de signes clinico-biologiques: fièvre septicémique, présence de pus à l'examen local, une hyperleucocytose à polynucléaires neutrophiles et une C-réactive protéine élevée éliminant ainsi une simple colonisation bactérienne d'ulcère."
FR100078,traitements,EVENT,OVERLAP,évolution,EVENT,"Avec les traitements locaux, l'antibiothérapie adaptée et la reprise de la colchicine et des glucocorticoïdes l'évolution se faisait vers la cicatrisation complète des ulcérations mais les récidives étaient fréquentes et toujours en rapport avec la mauvaise observance thérapeutique."
FR100078,traitements,EVENT,OVERLAP,antibiothérapie,EVENT,"Avec les traitements locaux, l'antibiothérapie adaptée et la reprise de la colchicine et des glucocorticoïdes l'évolution se faisait vers la cicatrisation complète des ulcérations mais les récidives étaient fréquentes et toujours en rapport avec la mauvaise observance thérapeutique."
FR100078,traitements,EVENT,OVERLAP,récidives,EVENT,"Avec les traitements locaux, l'antibiothérapie adaptée et la reprise de la colchicine et des glucocorticoïdes l'évolution se faisait vers la cicatrisation complète des ulcérations mais les récidives étaient fréquentes et toujours en rapport avec la mauvaise observance thérapeutique."
FR100078,traitements,EVENT,OVERLAP,reprise,EVENT,"Avec les traitements locaux, l'antibiothérapie adaptée et la reprise de la colchicine et des glucocorticoïdes l'évolution se faisait vers la cicatrisation complète des ulcérations mais les récidives étaient fréquentes et toujours en rapport avec la mauvaise observance thérapeutique."
FR100078,reprise,EVENT,REINITIATES,colchicine,EVENT,"Avec les traitements locaux, l'antibiothérapie adaptée et la reprise de la colchicine et des glucocorticoïdes l'évolution se faisait vers la cicatrisation complète des ulcérations mais les récidives étaient fréquentes et toujours en rapport avec la mauvaise observance thérapeutique."
FR100078,reprise,EVENT,REINITIATES,glucocorticoïdes,EVENT,"Avec les traitements locaux, l'antibiothérapie adaptée et la reprise de la colchicine et des glucocorticoïdes l'évolution se faisait vers la cicatrisation complète des ulcérations mais les récidives étaient fréquentes et toujours en rapport avec la mauvaise observance thérapeutique."
FR100078,colchicine,EVENT,BEGINS-ON,reprise,EVENT,"Avec les traitements locaux, l'antibiothérapie adaptée et la reprise de la colchicine et des glucocorticoïdes l'évolution se faisait vers la cicatrisation complète des ulcérations mais les récidives étaient fréquentes et toujours en rapport avec la mauvaise observance thérapeutique."
FR100078,glucocorticoïdes,EVENT,BEGINS-ON,reprise,EVENT,"Avec les traitements locaux, l'antibiothérapie adaptée et la reprise de la colchicine et des glucocorticoïdes l'évolution se faisait vers la cicatrisation complète des ulcérations mais les récidives étaient fréquentes et toujours en rapport avec la mauvaise observance thérapeutique."
FR100078,évolution,EVENT,OVERLAP,cicatrisation,EVENT,"Avec les traitements locaux, l'antibiothérapie adaptée et la reprise de la colchicine et des glucocorticoïdes l'évolution se faisait vers la cicatrisation complète des ulcérations mais les récidives étaient fréquentes et toujours en rapport avec la mauvaise observance thérapeutique."
FR100078,récidives,EVENT,SIMULTANEOUS,fréquentes,EVENT,"Avec les traitements locaux, l'antibiothérapie adaptée et la reprise de la colchicine et des glucocorticoïdes l'évolution se faisait vers la cicatrisation complète des ulcérations mais les récidives étaient fréquentes et toujours en rapport avec la mauvaise observance thérapeutique."
FR100078,observance,EVENT,BEFORE,récidives,EVENT,"Avec les traitements locaux, l'antibiothérapie adaptée et la reprise de la colchicine et des glucocorticoïdes l'évolution se faisait vers la cicatrisation complète des ulcérations mais les récidives étaient fréquentes et toujours en rapport avec la mauvaise observance thérapeutique."
FR100078,positif,RML,PERTAINS,Pathergy,EVENT,"Le diagnostic était posé devant l'association d'une aphtose buccale récidivante à des aphtes génitaux, des pseudofolliculites nécrotiques, une thrombophlébite du membre inférieur gauche et un Pathergy test positif."
FR100078,"1,2",RML,PERTAINS,indice,EVENT,"L'indice de pression systolique était à 1,2."
FR100078,élevée,RML,PERTAINS,C-réactive,EVENT,"Le diagnostic de ces infections était porté sur un ensemble de signes clinico-biologiques: fièvre septicémique, présence de pus à l'examen local, une hyperleucocytose à polynucléaires neutrophiles et une C-réactive protéine élevée éliminant ainsi une simple colonisation bactérienne d'ulcère."
FR100078,trouvait,EVENT,Non annoté,Indéterminé,Aucun,L'examen clinique au moment de ces hospitalisations ne trouvait pas de signes de thrombophlébites superficielles au niveau des jambes et les pouls tibiaux postérieurs et pédieux étaient présents.
FR100078,montré,EVENT,Non annoté,Indéterminé,Aucun,Le doppler veineux des membres inférieurs n'a pas montré de signes d'insuffisance veineuse ni de thrombose profonde concomitante.
FR100078,montré,EVENT,Non annoté,Indéterminé,Aucun,Le doppler artériel n'a pas montré non plus de signes d'artériopathie sous-jacente.
FR100078,montrait,EVENT,Non annoté,Indéterminé,Aucun,La biopsie cutanée réalisée au niveau des berges de l'ulcération montrait des signes de vascularite dermique leucocytoclasique avec des micro-thromboses et une infiltration inflammatoire lymphocytaire du derme profond.
FR100078,porté,EVENT,Non annoté,Indéterminé,Aucun,"Le diagnostic de ces infections était porté sur un ensemble de signes clinico-biologiques: fièvre septicémique, présence de pus à l'examen local, une hyperleucocytose à polynucléaires neutrophiles et une C-réactive protéine élevée éliminant ainsi une simple colonisation bactérienne d'ulcère."
FR100078,aphtose buccale,CLINENTITY,Non annoté,Indéterminé,Aucun,"Le diagnostic était posé devant l'association d'une aphtose buccale récidivante à des aphtes génitaux, des pseudofolliculites nécrotiques, une thrombophlébite du membre inférieur gauche et un Pathergy test positif."
FR100078,aphtes génitaux,CLINENTITY,Non annoté,Indéterminé,Aucun,"Le diagnostic était posé devant l'association d'une aphtose buccale récidivante à des aphtes génitaux, des pseudofolliculites nécrotiques, une thrombophlébite du membre inférieur gauche et un Pathergy test positif."
FR100078,pseudofolliculites,CLINENTITY,Non annoté,Indéterminé,Aucun,"Le diagnostic était posé devant l'association d'une aphtose buccale récidivante à des aphtes génitaux, des pseudofolliculites nécrotiques, une thrombophlébite du membre inférieur gauche et un Pathergy test positif."
FR100078,thrombophlébite,CLINENTITY,Non annoté,Indéterminé,Aucun,"Le diagnostic était posé devant l'association d'une aphtose buccale récidivante à des aphtes génitaux, des pseudofolliculites nécrotiques, une thrombophlébite du membre inférieur gauche et un Pathergy test positif."
FR100078,ulcères des deux jambes,CLINENTITY,Non annoté,Indéterminé,Aucun,Il présentait des ulcères des deux jambes récidivants et invalidants nécessitant l'hospitalisation à plusieurs reprises.
FR100078,ulcère,CLINENTITY,Non annoté,Indéterminé,Aucun,A chaque fois les récidives de l'ulcère s'associaient à une poussée cutanéo-muqueuse de la maladie avec notion d'arrêt intempestif de traitement.
FR100078,poussée cutanéo-muqueuse,CLINENTITY,Non annoté,Indéterminé,Aucun,A chaque fois les récidives de l'ulcère s'associaient à une poussée cutanéo-muqueuse de la maladie avec notion d'arrêt intempestif de traitement.
FR100078,maladie,CLINENTITY,Non annoté,Indéterminé,Aucun,A chaque fois les récidives de l'ulcère s'associaient à une poussée cutanéo-muqueuse de la maladie avec notion d'arrêt intempestif de traitement.
